,itemname,content,region,price,score,keywords,seoul_ipad
66,ipad pro4단품(11인치/wifi/ 128g),"●글을 먼저 읽고 연락주세요
●아래 내용 문의 시 차단합니다
- 네고, 가격 조정 요청(안팔리면 낮춥니다)
- 팔렸나는 문의(판매중입니다)
- 이것 저것 묻고 생각해보겠다는 경우
 (연락 후 고민하지 말고,구매 결정 후 연락주세요)
● 노원 상계동 직거래 또는 착불택배
●중고거래 특성상 반품,환불 불가
●구성품
- 아이패드프로 4세대(11인치/128g/wifi/스그)
충전기 없음
●상태 및 특징
- 배터리 100% 사이클81
- 휨x 깨짐x 찍힘x
- 전면 강화유리 부착",서울 서초구 잠원동,750000,105,"없음, 필름",서울 서초구
67,아이패드 프로 4세대 11인치 128기가,"아이패드 프로 11인치 128기가 모델입니당.
21.2.29에 구입했구 21년 2월 제조 제품입니다.

실사용 3개월 딱 찍었네요. 집에서 유튜브만 가끔 봤어요!! 너무 사용을 안해서 팔아요. 
종이질감 필름 붙어있구.. 구성품 모두 미사용이에요.
케이스도 드려요!

초기필름도 가지고 있어요! 훅해서 구입했다 그냥 판매해요!!

사진에 콕 하나있어요ㅠ",서울 마포구 합정동,750000,110,"없음, 필름, 미사용",서울 마포구
68,아이패드프로4세대11 팝니다,아이패드프로4세대 11인치 256기가 판매합니다 풀박스에 케이스2개 강화유리2개 드립니다 애케플 22년5월4일까지입니다 가격은90입니다 펜슬은 미포함입니다 직거래는 대림성모병원앞에서 하고 택배거래합니다,서울 영등포구 대림동,900000,110,"없음, 256",서울 영등포구
69,아이패드 프로 4세대 11인치 실버 128g,"작년 11월에 구매했습니다
기스 흠집 없습니다
구매해주시면 라이노 클리어쉴드 케이스와 9h 강화유리까지 함께 드리겠습니다
연락주세요",광주 광산구 신가동,800000,100,없음,기타지역
70,아이패드 프로4세대 11인치 128기가 wifi 판매합니다.,"아이패드 프로4세대 11인치 128기가 wifi 제품

새상품 구매해서 1일 되었습니다.
보호필름 붙여놓았고, 실리콘 케이스 끼워서 
사용하였습니다.

새상품이나 다름 없기에 사진은 한장이고, 
구매의사 있으신 분들은 만나서 직접 
보시면 될 것 같습니다. 

당연히 박스풀이구요.
5세대 사전예약 되어 급하게 판매합니다.
고가의 상품이므로 직거래만 하겠습니다.

ps> 구매의향 있으신 분들만 연락주세요;;
가격 조정은 어렵습니다~",강원도 춘천시 후평2동,800000,115,"없음, 필름, 새제품",기타지역
71,아이패드프로 4세대 11인치 128gb 스페이스 그레이 새상품,"겉 비닐만 뜯은 새상품입니다 ! 스피킹맥스로 구매한 상품인데 필요가 없어서 판매합니다. 😃
충전기, 아이패드 비닐까지 모두 그대로인 새상품입니다 !!

📢 애플펜슬은 없습니다 !!
📢 거래장소 최대한 구매자분께 가까이 가겠습니다 !!",대전 대덕구 송촌동,850000,110,"없음, 새제품",기타지역
72,아이패드 프로4 11인치 스그+애플케어플러스+케이블을 제외한 풀박스(서드파티케이블제공)+미개봉휴대폰무선충전기,"기기 - 아이패드프로4세대 11인치 128gb 와이파이 스그
외관 - 휨문제, 기스는 없으며 거래시 주변카페에서 확인가능, 현재 지문방지보호필름 부착
애플케어플러스 - 애플펜슬과 동시에 가입 23년1월11일까지 사용가능(592일 즉 1년7개월 후 새기기로 리퍼가능)
구성품 - 아이패드+애플케어가입+아이패드상자+정품충전기+서드파티ctoc케이블+미개봉 휴대폰무선충전기+usb리더기

애플펜슬도 애플케어플러스를 아이패드와 동시에 가입하여 리퍼가 가능합니다. 애플펜슬도 같이 구매를 원하시면 102만원입니다.
펜슬구성 - 정품펜슬풀박스+정품펜촉1개+소음방지펜촉+애플펜슬케이스

아이패드는 삼성t5 외장ssd 1tb의 사용이 가능합니다. 보통 15만원이지만 같이 구매하시면 미개봉삼성t5 외장ssd 1tb를 13만원에 드립니다. 같이 구매하시면 용량걱정도 없고 핫딜가격으로 구매하시는 겁니다!!

케이스와 종이질감필름을 같이 구매를 원하시면 제 다른 글을 통해 자유롭게 연락주시면 됩니다!",울산 남구 야음동,890000,160,"없음, 필름, 리퍼기간, 미개봉, 애플케이플러스, 1tb",기타지역
73,apple 애플 아이패드 프로 4세대 wifi 11형 128g 실버 (제조년월 21.02),구매한지2달정도 됬습니다 구매후 사용을 거의 안해서 새거라고 보시면되고요 기스찍힘 전혀없습니다 새거라고보시면되요 사용을 거의 할시간이 없어서 싸게 팔아봅니다 풀박이고요 투명케이스 같이드립니다,경기도 안산시 상록구 본오2동,800000,110,"없음, 새제품",기타지역
74,아이패드 프로4 11인치 새상품급,"아이패드 프로4세대 11인치 128 와이파이 제품이며 

사용시간 5시간미만 새상품급입니다 

정품 스마트 폴리오 케이스있습니다

구매는 2달 되었으며 사고 나서 5시간도 안써서 판매합니다
안쓴만큼 상태는 말할거도 없고 충전기 케이블 미사용 풀박스입니다


거래시 기스 발견 하시면 만원씩 네고 해드립니다
상태 매우 좋습니다

애케플은 없습니다
 
삼계입니다",경남 창원시 마산회원구 내서읍,830000,122,"없음, 새제품, 풀박스, 미사용",기타지역
75,아이패드프로4세대 11형 128gb wifi입니다,아이패드프로4세대 11형 128gb wifi 입니다 박스 충전기 까지 다 있습니다 아이폰12프로 카드케이스 까지 무료로 드리겠습니다 거의 새것 입니다,경기도 수원시 팔달구 우만동,800000,120,"없음, 새제품, 새제품",기타지역
76,아이패드프로4세대 11형 128gb wifi입니다,아이패드프로4세대 11형 128gb wifi 입니다 박스 충전기 까지 다 있습니다 아이폰12프로 카드케이스 까지 무료로 드리겠습니다 거의 새것 입니다,경기도 성남시 중원구 성남동,800000,120,"없음, 새제품, 새제품",기타지역
77,아이패드프로4 11인치 128기가 와이파이 스그 풀박스,"작년 여름에 구매했고 
잘 쓰지않아서 팝니다 
풀박스이고
강화유리필름 붙어있고
깨끗합니다
필요하신분 연락 주세요!!
싸이클 61 배터리성능 100%


애플펜슬은 사서 쓰지도 않았는데ㅠ
12만원 별도 판매합니다",충북 청주시 서원구 분평동,780000,105,"없음, 필름",기타지역
78,아이패드 프로 4세대 셀룰러 256g 11인치 실버,"구매해서 1년정도 사용했습니다
주로 유튜브보는 용도였고
배터리 효율 97퍼 나옵니다
외관 깨끗하구요 기타 하자 없습니다
셀룰러 모델이라 유심끼우시면 데이터 사용 가능합니다",서울 영등포구 여의도동,850000,115,"없음, 셀룰러",서울 영등포구
79,아이패드 프로 4세대 11인치 셀룰러 256g 실버,"2020년 5월 구입 후 1년 정도 사용했습니다
유튜브 보는 용도였구요 배터리 효율은 97퍼 나옵니다
외관 깨끗하고, 기타 하자 없습니다
풀박스 비닐까지 그대로 드려요",서울 동작구 사당동,850000,100,없음,서울 동작구
80,아이패드 프로 4세대 11인치 128gb wifi모델(2020년)(가격 인하),"아이패드 프로 4세대 11인치 wi-fi 모델 판매합니다.
색상은 스페이스 그레이 입니다.
배터리 효율은 확인해 봤는데 95나왔습니다.
보증기간은 1년이라 안해서 올해 7월 초까지 입니다
아직 한번도 수리 받은적 없습니다.
패드 뒷쪽에 살짝 찍힘이 있습니다.
그 이외에는 찍힘이나 벗겨짐 같은것은 없습니다.
풀박스 전부 드립니다.

가격이 가격이다 보니 직거래 선호합니다.",경기도 안산시 단원구 와동,800000,100,"없음, 풀박스, 기스",기타지역
81,"s급 아이패드 프로 4세대 (11인치, 실버, 128gb, wifi, 보증기간 21.11월)","보증기간 남은 s급 아이패드 프로 4세대 (11인치, 실버, 128gb, wifi)

제목과 같이 아이패드 프로 4세대 판매합니다. 

1. 아이패드: 보증기간 2021. 11. 21까지로 작동상태, 액정, 긁힘 찍힘 휨 없는 매우 좋은 상태.

2. 배터리에 대한 걱정이 제일 많으시겠지만 충전싸이클 80여회, 배터리 상태 신품과 동일한 100% 입니다

3. 드리는 품목은 박스, 미사용 충전기, 미사용 케이블, 미사용 액정보호유리필름 입니다(마지막 사진의 매직 키보드는 설명을 돕기위한 것으로 제외합니다. 혹시 관심 있으시면 채팅 주십시오)

4. 직거래 시간과 장소는 협의하며 거래후 단순변심에 의한 취소 환불은 어렵습니다.",서울 강서구 내발산동,759000,112,"없음, 최상급, 미사용",서울 강서구
82,아이패드 프로 4세대 11인치 셀룰러,"작년 5월에 구매한 아이패드 프로 11인치 셀룰러 팝니다.
구성품 미사용으로 있구요.
애플 정품 케이스, 투명케이스 같이 드려요.
영상시청용으로 사용하다 필요가 없어져서 판매합니다.
유리필름 붙여놔서 액정 기스는 없지만 떨어트려서 상단 하단 찍힘 있습니다",광주 광산구 우산동,750000,118,"없음, 필름, 셀룰러, 미사용, 기스",기타지역
83,아이패드 프로 4세대 11인치 128gb s급,"아이패드 프로 4세대 11인치 128gb 와이파이 모델 팝니다. 거의 새 상품이나 마찬가지이고 애플펜슬은 미포함입니다. 휨 현상은 전혀 없고 기스나 찍힘 같은거 전혀 없습니다. 종이질감 필름 붙혀있고 케이스 여러개 같이 동봉해서 드리겠습니다.

빠른 연락 부탁드려요",서울 성동구 성수2가제3동,780000,110,"없음, 새제품",서울 성동구
84,아이패드 프로4 11인치 셀룰러 512g 스페이스그레이(애플케어) 팝니다,"작년 12월달에 구매해서 쓰다가 
최근에 잘 안쓰게되서 팝니다
애플케어 2월 23일에 가입해놨고 
23년2월23일까지 보증됩니다 
아이패드에 저반사 필름 붙여놨는데 기포가 조금 들어가있어요

케이스까고 사용해서 정말 미세한 생활 잔기스정도는 있을수 있습니다
밖에 안가지고 나갓어요

케이스는 끼워져있는 투명 케이스 같이 드립니다
아이패드 상자와 정품 충전기 모두 포함입니다

애플케어 양도 원하시면 해드립니다

고가 제품인 만큼 직거래 위주로 거래합니다
직거래는 파주 운정 이마트 부근에서만 가능합니다
택배거래시 구매자부담입니다",경기도 파주시 운정3동,1300000,103,"없음, 필름, 리퍼기간, 기스",기타지역
85,아이패드 프로 4세대 11인치 wifi s급 풀박⭕️,"s급, 기스나 하자 없습니다. 넷플릭스랑 유투브만 몇 번 보고 사용 안해서 사용감 별로 없고 알콥 스왑으로 닦아뒀어요. 스코코 종이질감 필름 앞뒷면으로 붙여뒀고 뒷면 필름 한개 더 드립니다. 배터리 효율 좋아요❗️

두번째 사진에 있는 케이스(하자 있어요) 포함해 팝니다. 연락주세요.😭

✔️128gb, 제조년월 2020.09",인천 남동구 논현1동,820000,117,"없음, 필름, 최상급, 미사용",기타지역
86,아이패드 프로 4세대 11인치 애플케어 풀박스 (애플 태블릿pc 미개봉급 상품),"애눌x, 안팔리면 업자한테 내놓겠습니다.

아이패드 프로 4세대 11인치 128gb / wifi / 애플케어 가입됨 ( 2022 05 16까지) / 미개봉급 ss급 상품 (사진 참고해주세요! 직거래로도 확인하시겠지만 찍힘 기스 까짐 일절 없습니다. 거의 새거지만요 *^*)
/ 구성품 풀박스 (충전기 어뎁터 모두 거의 새것)

전 주로 필기, 유튜브 시청에 사용했으나 성능이 아주 좋은 제품인지라 영상편집과 포토샵 레이어링, 듀얼 모니터로 사용할 수 있습니다. (그러려고 프로사는거지만) / 또 애플케어 보험이 적용되서 1년에 2회 5만원만 지불하고 as로 리퍼 가능합니다. 자녀분들 온라인 수업, 필기 등 선물할 때도 좋습니다.

애플 정품 스마트폴리오 케이스 같이 구매시 케이스를 5만원에 드립니다.",경기도 수원시 장안구 송죽동,900000,132,"없음, 최상급, 리퍼기간, 미개봉, 새제품",기타지역
87,아이패드 프로 4세대 11인치(2세대) 셀룰러+wifi 512gb,"프로4세대 11인치 셀룰러+wifi 512gb 실버입니다
애플케어 플러스 가입되어있고 22년4월29일까지 입니다. 3월달에 기기교체 한번 받아서 내년에 애케플 종료전에 기기+악세사리 올교체 한번 받으실 수 있습니다. 인강하고 동영상 시청용으로 써서 상태 초s급입니다. 직거래할게요",대구 달성군 화원읍,1300000,152,"없음, 최상급, 애플케이플러스, 셀룰러, 512",기타지역
88,아이패드 프로 4세대 11인치 (2세대 11) 128기가 lte 셀룰러 팝니다,"안녕하세요 애플 아이패드 프로 4세대 11인치 팝니다
128기가 실버 lte 셀룰러 모델입니다
정상해지 되어있구요 리퍼기간은 끝났습니다
구성품은 풀박스에 케이스 서비스로 드려요(3세대용인데 잘라서 맞게 만듦) 
상태 좋습니다 앞 뒤 옆 보호필름 붙어있구요 보호필름 상태도 좋아 그대로 사용하셔도 됩니다",충남 천안시 서북구 불당동,790000,115,"없음, 필름, 셀룰러, 에플케어x",기타지역
90,미개봉)아이패드프로4세대 (11형2세대) 256g wifi,"미개봉품

스그 

신논현 직거래
그외택배가능",경기도 성남시 수정구 금토동,900000,110,"없음, 미개봉",기타지역
92,아이패드 프로4 11인치(애케플x) 256g 액정 일부파손,"아이패드 프로4세 11인치 256기가 스페이스그레이 모델입니다.
구성은 풀박스이며 작년 9월 신품 구매후 사용했습니다. 
*사진에도 보이듯이 액정 하단이 파손되었지만 터치나 사용에는 전혀 문제가 없습니다.(거래시 확인가능). 그래서 거래후 사설수리를 할 수 있다는 가정하에 가격을 책정했습니다. #액정파손 외에 그 어떤 기스도 없이 깔끔하게 사용했습니다.

***이런분들에게 추천 : 액정 파손이 되었지만 아이패드4세대를 저렴한 가격에 꼭 써보고싶다! 하시는 분에게 추천 드립니다. 거래시 사용에 문제가 있다면 전액 환불해드립니다. 

꼭 필요로 하신 분이 계시다면 연락주세요 쿨거래시 어느정도 네고도 염두해보겠습니다😊

거래는 백천동 직거래 하겠습니다.",경북 경산시 백천동,480000,110,"없음, 256",기타지역
93,아이패드프로 4세대 11인치 128gb wifi 스페이스그레이 미개봉 새상품 팝니다!!,"인터넷최저가 : 97만원대

사은품으로 받은 완전 미개봉 새상품인데 저는 별로 필요하지 않아서 판매합니다! 아이패드케이스는 그냥 같이드릴게요! 왠만하면 택배거래보다는 직거래로 하고싶습니다. 약간의 네고는 감안해드릴게요!",경기도 수원시 영통구 영통1동,880000,120,"없음, 미개봉, 새제품",기타지역
94,아이패드 프로 4세대 11인치(2세대) 256g 팔아봅니다,"유튜브, 공부용, 필기용으로 사용 했던 아이패드입니다 사용기간은 4달정도 되었습니다 완전 s급 입니다 연락주세요~",부산 북구 금곡동,800000,107,"없음, 최상급",기타지역
95,아이패드프로 4세대 11인치 128기가 와이파이 스마트폴리오 정품,"작년 7월구매
보증기간 있습니다. 사진참고
스마트폴리오 정품키보드 포함
케이스 여분
박스 풀셋입니다~

상태 전면 필름 부착 기스 안보이고 상태좋습니다
강의 듣는용으로 사용하였습니다. 

필름은 종이질감용 필름으로 애플펜슬 쓰시는분은 그냥쓰심될듯합니다.

잠실역 직거래 합니다",서울 강남구 삼성동,850000,110,"없음, 필름, 리퍼기간",서울 강남구
96,아이패드 프로 4세대 11인치 128기가 와이파이 풀박스 팔아요,"테두리 사용감 있습니다 

배터리효율 100프로입니다

국내판이고 풀박스입니다",경기도 오산시 수청동,700000,102,"없음, 풀박스, 생활흔적",기타지역
97,아이패드 프로4 11인치 실버 128g wifi 풀박스,"보증기간 21년11월 까지구요
애플케어플러스 필요하신분은 11만원 추가하셔서 
같이구매해주시면 보증기간 23년1월까지 연장됩니다
애플케어플러스는 한번도 사용안했습니다
구매할때 뽑기도 잘해서 초기불량 증상들 없었구요
집에서만 썻고 케이스+필름끼고  사용해서 찍힘, 기스 하나도 없고 상태 정말 깨끗합니다
풀박스에 배터리 효율 100입니다
거래는 진접쪽에서 가능합니다~",경기도 남양주시 진접읍,780000,110,"없음, 리퍼기간, 미사용",기타지역
98,아이패드 프로 4세대 11형 256gb 셀룰러 모델,"아이패드 프로 4세대 11인치 256기가 + 셀룰러 모델입니다
액정 및 테두리 찍힘 없고 깨끗합니다
박스 및 구성품 모두 있습니다
esr케이스 미사용 포함입니다",전북 전주시 덕진구 인후동1가,820000,137,"없음, 풀박스, 셀룰러, 256, 미사용",기타지역
99,아이패드 프로 4세대 256g11인치 셀룰러(lte)팝니다,"기기단품이구요 셀룰러(lte) sss급 제품입니다.
보호필름 붙여있구요 개통가능.
정상 해지 된 기기이구요 통신사 개통가능합니다.
기스없이 집에서만 사용했구요. 

박스는 어디갔는지 없어져서 찾기힘드네요.
그래서 가격 싸게 올려놔요.

보증기간은 6월말까지 되어있네요.
집에서만 사용했어서 깨끗이사용한 제품입니다.
사용빈도가 슬슬적어져서 팔아봅니다.

인천 직거래  희망합니다.",인천 남동구 논현2동,950000,127,"없음, 필름, 최상급, 셀룰러",기타지역
100,아이패드 프로4세대 11인치 와이파이 128기가,상태는 a+급정도 됩니다.(상품사진과 실제물품은 다를수있습니다),강원도 속초시 교동,1000000,100,없음,기타지역
101,아이패드프로 4세대 11인치 셀룰러 128g 애케플,"아이패드 프로 4세대 셀룰러 11인치
+ 애플케어플러스 + 애플 정품 스마트 폴리오케이스

풀박s급 판매합니다! 찍힘이나 휨 하자 없는깔끔한제품입니다! 

애케플 들어놔서 완파되도 저렴하게 리퍼 받으실 수 있습니다.

애플 공홈에서 구매한 정품 스마트폴리오도 함께 드립니다 연락주세요!",서울 강남구 삼성2동,950000,137,"없음, 최상급, 리퍼기간, 애플케이플러스, 셀룰러",서울 강남구
102,아이패드 프로 4세대 256gb 11형 스그 팔아요,"몇달전 구매했는데 잘 사용안해서  팔아요 
액정에 기스 살짝 있고 휘어짐 살짝 있어요 화면 켰을때 기스는 안보이고 휘어짐은 성능에 문제는 없어요 충전기 없음 옆면이나 뒷면쪽 찍힘등은 전혀 없음",경북 고령군 다산면,700000,95,"없음, 미사용, 파손",기타지역
103,아이패드 프로4 11인치 셀룰로 팝니다,"2020년5월
아이패드 프로4  11인치 셀룰로+와이파이
정품커버 포함 (우레탄 헤짐 있음)",대구 남구 대명동,990000,100,없음,기타지역
104,아이패드 프로4세대s급  wifi 11인치+애케플 판매합니다,"아이패드 프로 4세대 11인치 + 애케플입니다
힐링실드 3.5만원가량 필름 지문방지로 붙어있습니다
기스0 s급으로 신품급입니다

케이블+충전기까지 풀박스이며

애케플 들어져있어서 상태 맘에 안드시면 리퍼하시고 사용하셔도 됩니다. 애케플 구매후 한 번도 이용하지 않았어요

직거래는 보정에서 가능합니다

택배거래도 됩니다.",경기도 용인시 기흥구 보정동,900000,127,"없음, 필름, 최상급, 리퍼기간, 애플케이플러스",기타지역
105,아이패드 프로 4세대 11인치 와이파이 128g 애플케어 적용,"아이패드 프로 4세대 11인치 와이파이 모델입니다. 용량은 128기가구요. 

구입은 작년 7월 실사용 5개월입니다. 

애플케어 적용되어있고 케이스도 있습니다. 보호필름도 방탄유리로 가장 높은 등급으로 되어있습니다. 

수성구 내 점심시간 근처에 거래 가능합니다:)",대구 수성구 범어동,820000,110,"없음, 애플케이플러스",기타지역
106,아이패드 프로 4세대 11인치 셀룰러 128g 팝니다,"아이패드 작년 12월16일에 산 프로 4세대(셀룰러) 팝니다.
10만원 상당 zugu케이스+애플펜슬+여분의 종이질감 필름 같이 드립니다. 쿨거래시 80에 드리고요. 
사자마자 케이스+필름 붙여 사용해서 상태 아주 좋습니다.
편히 연락 주세요(애케플 안되어 있습니다)",서울 영등포구 여의도동,850000,125,"없음, 필름, 애플케이플러스, 셀룰러, 에플케어x",서울 영등포구
107,아이패드 프로 4세대 11인치 128 와이파이 스페이스그레이🖤,"🖤 작년 11월 23일 구입 (보증기간 1년)
🤍 아이패드 프로 11인치 128기가 와이파이형 스페이스그레이
🖤 신제품급 상태
🤍 펜슬 미포함

작년 11월 23일 구입 후 충전을 2-3번 할만큼 사용을 안했어요 (다이어리용으로 사용) 프로가 좋긴하지만 다이어리용외에 사용하지 않는 저에겐 사치인것같아 팔고 저는 아이패드로 재구입할 예정입니다! 집에서만 밤에 다이어리 끄적이는용이라 기스일체 없어요! 사진에 보이는 구성품으로 다 드려요! 케이스도 인기많은 제품인 라이노 연핑크 23,900원짜리 제품이고 이 역시 밖에 나가서 사용하지 않아 때탐없어서 색상만 마음에 드시다면 사용하면 좋을거같아요 그럼 좋은 거래 기다릴게요🙇🏻‍♀️

🐻 직거래 주안역인근",인천 미추홀구 주안동,750000,114,"없음, 풀박스, 풀박스",기타지역
108,아이패드프로4세대 11형(wifi) 256gb 판매합니다.,"2020년 9월 20일 가족한테 선물받아서
대략 8개월정도 사용했습니다.
취준생이라 pdf파일 열어서 문제풀이용으로만 사용했습니다. 개인적으로 용도상 저한테 더 큰 사이즈가 맞을거같아서 판매합니다.
기스 전혀없고 정말 애지중지 사용해서 a급 자부합니다 직거래만 가능합니다!",서울 종로구 부암동,850000,107,"없음, 최상급",서울 종로구
109,아이패드 프로4 11인치 256기가,"와이파이 버전이고 
작년 여름쯤 구매해서 강의용으로만 쓰다 12.9로 넘어가려고 팔아요~
항상 케이스에 필름까지 붙이고 사용해
기스 및 하자 전혀 없습니다!
풀박스이구요~ 원하시면 케이스 벗긴 사진 찍어서 보여드릴게요 :)

펜슬은 미포함입니다!",대구 수성구 상동,870000,100,없음,기타지역
110,아이패드 프로 4세대 11인치 실버 셀룰러 128g,"아이패드 프로 11인치 실버 셀룰러 128g
풀박스 상태로 드립니다! 어댑터 및 케이블 같이 드려요
사용기간은 거의 3~4개월 정도밖에 사용 안 했구요 필기용으로만 보호필름 부착해 사용해서 상태 아주 좋습니다. 배터리 성능하락은 없구요! 액정은 보호필름 부착해 사용해서 말끔합니다🤗 
후면보호필름이랑 종이질감 강화유리(3마넌짜리) 부착한 상태로 드릴게요! 원하시면 떼서 사용하셔도 되구 그냥 사용하셔도 됩니다 ㅎㅎ
직거래 장지역 부근 송파글마루도서관에서 합니다. 연락 주세요!",서울 송파구 장지동,950000,125,"없음, 필름, 셀룰러, 미사용",서울 송파구
111,아이패드프로4세대 11인치 wifi256기가 팝니다,"아이패드프로4세대 11인치 256기가 팝니다
보증 21.06.07까지 되어있습니다
미사용 충전기 포함 풀박스
짭펜슬 블투키보드 포함해서 팝니다
웹서핑용으로 사용했으며, 아이가 태어나면서 팝니다",충북 청주시 청원구 오창읍,880000,120,"없음, 리퍼기간, 256, 미사용",기타지역
112,아이패드 프로 4세대 wifi+셀룰러 11인치128g,"2020년 6월에 신세계백화점에서 산 아이패드프로4세대 wifi+셀룰러 11인치 스페이스그레이 모델입니다.
구매당시 풀박 그대로구요. 케이스포함입니다.
휴대성 좋은 11인치에 야외에서도 즐길 수 있는 셀룰러 모델입니다. 데이터는 핸드폰 데이터와 나눠쓰기때문에 부담이 전혀 없어요.

사용빈도가 너무 없어서 내 놓으니 상태는 a급입니다.

wifi+셀룰러모델이 wifi만되는 모델보다 20만원 더 비쌉니다.",광주 동구 용산동,846000,122,"없음, 최상급, 셀룰러",기타지역
113,아이패드 프로4 실버 11인치 128g wifi,"아이패드 프로4 11인치형 실버입니다

케이스와 애플펜슬은 구매한지 한달도 안되었습니다

데스크톱고장으로 급처해요 ㅠㅠ

73만원은 애플펜슬 제외한 가격입니다

포함시 85만원이에요
궁금하신점 챗주세요~",경북 경산시 옥곡동,730000,100,없음,기타지역
114,아이패드 프로 4세대 11인치 128g 와이파이,"아이패드 프로 4세대 11인치 128g 와이파이 스페이스그레이
풀박스고 20년 9월에 구매했습니다.
사진보면 아시겠지만 생활기스도 없는 편이고
충전포트에도 전혀 기스 없습니다.
집에서 애지중지 사용했습니다.
거래는 착불택배로 보내드립니다.",대구 동구 신암3동,850000,100,없음,기타지역
115,아이패드 프로4세대 11인치 128기가,"아이패드 프로4세대 11인치 128기가
작년6월에 구매하고 많이 안써서 팝니다!
앞,뒤 필름 다 붙였고 카메라에도 보호 필름 붙여놔서 이상없습니다. 박스는 사고 바로 보관 해놔서 깨끗하고 풀박스 입니다. (애플펜슬은 판매하지 않습니다!)
구성대로 케이스랑 파우치두개 다 드립니다.
쿨거래시 에눌 조금 해드려요.

직거래는 화곡역이고 
원하시는 지역있으면 말씀 해주세요.

채팅주세요~",서울 양천구 신월5동,970000,112,"없음, 필름, 풀박스",서울 양천구
117,(미개봉) 아이패드프로 4세대 11형 128gb wifi 완전 새상품,"비닐 안 뜯은 미개봉 풀박스상태
아이패드프로 4세대 (11인치 2세대)
128기가 wifi 모델
실버 색상 판매합니다.

애플스토어 가로수길직영점 수령한 제품이고요.

기존 구형 아이패드 쓰고있는게 있는데
갑자기 프로쓰고 싶어져서 충동적으로 플렉스했다가
아무래도 계속 원래꺼 잘 쓸거 같아서 비닐조차 안 뜯고 수령한 상태 고대로 되팝니다.🥲


*직거래 가능 장소*
강남/분당지역

*택배거래는 +3000원 추가 생각해주시면 됩니다.",서울 강남구 청담동,850000,110,"없음, 미개봉",서울 강남구
118,아이패드프로 4세대 11인치 128gb 풀박스,"아이패드프로4세대 11인치
128gb 실버 풀박스 wifi 판매합니다 !!
작년 10월에 구매했고 
보증기간 21년 10월 26일까지
배터리성능도 100% 입니다.
외관에도 사진처럼 흠집도 없이 깨끗합니다.
연락주세요~~~",부산 부산진구 부전동,790000,100,없음,기타지역
119,아이패드 프로 4세대 11인치 256g,"아이패드 프로 11인치 256g 
20년 6월 구입
애플케어 x
상태 s급",경기도 성남시 분당구 정자1동,850000,112,"없음, 최상급, 256, 에플케어x",기타지역
120,아이패드 프로4세대 11 wifi 128 스페이스그레이 팝니다 -가격 내림,"찔러보기, 2세대 아니냐의 시비 등은 정중히 거절합니다. 거짓 정보 올리지 않고요, 초록창 보시면 11인치 기준 2세대, 프로 기준 4세대로 혼용되어 사용하고 있으니 확인 하시기 바랍니다. 

정말 구매 의사 있으신 분만 연락 주시기 부탁 드립니다

구입 후 랩씨 종이질감필름+ 스마트커버 장착
애지중지하느라 거의 사용하지 않아 정리 합니다.
배터리 수명 100 입니다.
보증기간 21년 5월 28일까지입니다

사진에 보이는데로, 구성품 미사용이며,
프로 케이스와 함께 드립니다.

직거래 낮시간은 선릉역
그 외 시간은 송파역, 가락중 부근 입니다.",서울 강남구 역삼동,760000,105,"없음, 미사용",서울 강남구
121,아이패드 프로 4세대 11인치 스그 128gb,"아이패드 프로 4세대 11인치 스그 128gb입니다
빛샘, 눌림현상, 데드픽셀도 없는 양품이라
다음주 목요일에 리퍼 마감인데 리퍼교환 받을 건덕지도 없어요
카메라쪽에 아주 작은 기스 하나있습니다(렌즈 부분 아님. 사진 참고해주세요)

충전기와 케이블은 사용도 안했습니다.
애플 공홈구매 제품이고 풀박으로 드려요",서울 동작구 노량진제2동,740000,88,"없음, 기스, 에플케어x",서울 동작구
122,(애플케어적용)아이패드 프로4 11인치 256기가 스그(스페이스그레이),"애플케어 적용되어있는 제품입니다
(애플케어 가격: 149000원)
박스, 애플 마크 스티커도 모두 있습니다
케이스, 필름 모두 한 상태로만 조심히 사용해서 흠집 전혀 없습니다!
구매원하시는 분 톡 주시면 더 자세한 내용 말씀 드릴게요

* 일주일 내로 판매 안되면 그냥 사용하려고 합니다!
   일단 가격제안 주세요!",서울 노원구 중계4동,950000,100,없음,서울 노원구
123,아이패드 프로 4세대 11인치 wifi 모든구성 s급 상태 애플 태블릿pc,"스페이스 그레이 색상
기스 찍힘 실기스 조차 없는 ss급 입니다.
에어 4로 구매하려고 바로 판매합니다.
애케플 있음",경기도 수원시 장안구 송죽동,850000,117,"없음, 최상급, 애플케이플러스",기타지역
124,아이패드 프로 4세대 11인치 스그 셀룰러 128g s급,"기스 하나없이 깨끗한 모델입니다.
풀박스이고, 배터리 효율 100% 입니다.
구매하자마자 필름, 케이스 부착했습니다.

힐링쉴드 종이질감필름 33,000원짜리랑 같이 드립니다 
랩씨 35,000원짜리 케이스도 같이 드립니다.

데이터 쉐어링으로 유심칩 만들어서 바로 쓰실수 있고
직거래 가능합니다.",대전 유성구 상대동,900000,105,"없음, 필름",기타지역
