,itemname,content,region,price
4701,아이패드2(64gb) + 로지텍 무선키보드,"잘 사용하던 아이패드2 팝니다.
(용량 64gb)
(충전기 동봉)
초고화질의 영상 재생은 무리가 있지만 웬만큼의 미디어는 다 재생이 가능하고 화질이 좋아서 주로 e-book이나 pdf열람용으로 많이 썼습니다. 

배터리 상태 짱짱하고 화질선명합니다. 
로지텍 무선키보드도 고장 없이 상태 아주 좋습니다. 더 문의할 사항은 번톡주시면 24시간 답변드릴게요!",대전 유성구 덕명동,"120,000원"
4702,어프어프 노트북/아이패드 파우치,"13인치이고 저번달에 사서 밖에 들고다니지 않아 큰 오염은 없습니다 오른쪽 하단에 약한 오염하나 있고요 
환불X",서울 금천구 독산동,"8,000원"
4703,아이패드 에어3 64GB 스페이스그레이,"WIFI 전용 64GB 모델입니다. 
베터리효율 92~94% 이고 케이스와 종이질감 필름 씌워써서 깨끗합니다. 

사진에서 보시는 것처럼 흠집 뒷면에 작게(사진참고) 기스 X (가방에 두었다가 찍힌듯 ㅠ)

박스포함 정품이고 사용기간은 1년내외입니다. 

이번주말에 잠실역 쿨거래 하시면 만원 깎아 드릴께요!",서울 송파구 잠실3동,"470,000원"
4704,아이패드6세대 wifi 128기가 펜슬포함이면 좋겠어용,연락주세뇽 :),부산 수영구 광안제4동,3원
4705,아이패드 프로 4세대 12.9인치 256g,"아이패드 프로 4세대 팝니다

애케플 펜슬까지 가입 되어있구요 23년 3월까지입니다

케이스는 라이노 케이스입니다 약간 찍힘 존재합니다

액정보호필름은 필기할때 거슬려가지고 없습니다

구성품은 아이패드 애플펜슬 케이스 입니다

네고는 받지 않습니다",부산 북구 금곡동,"1,350,000원"
4706,아이패드2 16g 팝니다,"아이패드2 구성품 포함 팝니다(와이파이)
정품어댑터 박스 케이블 
생활기스 있으나 큰 찍힘 없음
배터리 상태양호. As이력없음
기기에 대한 이해가 있으신분이 구입하길 바라며
중고제품인점 감안해 주세요",광주 서구 화정2동,"60,000원"
4707,아이패드 에어4세대 256기가 풀박스,"아이패드에어4 팝니다.
초록색 256기가 이고 와이파이입니다.
3월20일쯤구입해서 썻는데 안드로이드에너무적응되서 사용못하겠어서 팝니다.
실사용 5회미만 기기와 박스 충전기 다 있습니다.",충남 천안시 동남구 풍세면,"800,000원"
4708,아이패드 6세대 32g팝니다,왼쪽테두리 살짝 찍힘있습니다  구매후 계속 케이스 부착하고 사용하여 생활기스는 조금있으나 깨끗합니다 액정보호 필름이 부착되어 있어 액정엔 손상이 없습니다 아이가 유튜브보는 용도로 사용하였고 남자 아이라 잘 안보고 해서 처분합니다 풀박에 순정충전기 케이블 사용하지 않은상태로 있습니다,강원도 정선군 고한읍,"200,000원"
4709,아이패드 프로 11인치 4세대 128g wifi + 애플펜슬 2세대 팝니다 11형,"아이패드 프로 11형 4세대
애플펜슬 2세대 같이 팔아요

흠집 기스 1도 없구요

보증기간은 올해 10월말까지구요
애플펜슬 사용 안했습니다.

서울지역 직거래
택배도 가능합니다",서울 동작구 노량진제1동,"950,000원"
4710,아이패드 에어4 256GB 실버 미개봉입니다,"아이패드에어4  10.9형 Wi-Fi 256GB 실버 
비닐도안뜯은 미개봉 새상품입니다. 직거래 구래동입니다",경기도 김포시 구래동,"800,000원"
4711,아이패드 프로4 12.9형 셀룰러 128GB + 애플펜슬2세대,"아이패드 프로4 12.9형 셀룰러 128GB + 애플펜슬2세대 일괄 판매합니다

색상 : 스페이스그레이
구매일 : 21년 2월 10일
애캐플 : x
보증기간 : 22년 02월 15일 까지

힐링쉴드 종이질감필름 붙혀져있고 케이스까지 같이드립니다!

강의듣는 용도로 사용하였고 상태 s급입니다
기스 없고 풀박스입니다

패드랑 펜슬은 일괄판매이며 
펜슬2세대는 따로 판매 안합니다.",서울 광진구 자양제3동,"1,250,000원"
4712,아이패드 프로 4세대 256판매해요!(12.9),"아이패드  프로 4세대 256 와파 모델 판매합니다!
(12.9모델)
박풀에 케이스 하나 덤으로 드립니다!

사자마자 종이 보호필름 부착, 테두리에 보호필름 부착 해서 깨긋합니다!

애케플 있도 22년 9월까지입니다!

가격은 120만원입니다!

이유 있는 네고 가능 하며, 터무니없는 네고는

답장 하지않겠습니다!",경남 김해시 장유동,"1,200,000원"
4713,아이패드 에어3 보호필름 에어3 후면필름,"깨끗하게 쓰려고 샀는데 
케이스가 생겨서 안 쓰게 되었어요!
저렴하게 처분해요~~
에어3 기종입니다",서울 은평구 불광동,"3,000원"
4714,아이패드 4 16G 판매 합니다.,"안산역 ,원곡동 직거래 가능합니다",경기도 안산시 단원구 원곡동,"100,000원"
4715,아이패드 강화필름,"아이패드 강화필름 잘못 사서 내놓아요.
새제품입니다. 중고거래이니 반품환불안되니 신중구매하세요. 제가 있는곳으로 와주세요.",경기도 고양시 일산서구 일산1동,"1,000원"
4716,아이패드미니5 와이파이 스그 64기가+애플펜슬 풀박스,"펜슬만 따로 판매안합니다
큰사이즈 변경으로 판매합니당

아이패드미니5 스그 64GB wifi
리퍼기간만료 1년사용 배터리94% 준수합니당
업무용으로만 써서
찍힘이나 기스 없고 액정유리 부착했어요
풀박스에요^^ 젤리케이스도 드립니다

추가 구입한 애플펜슬은 구입한지 두달밖에 안됐고
깔끔한 풀박스에요
애플펜슬은 보증기간 22년3월까지 남았습니다

둘다 풀박스 s급입니다

44만원 저렴히판매합니다
네고는 어려워요~

직거래는 군포역입니당^^",경기도 군포시 산본2동,"440,000원"
4717,새상품)아이패드프로 2세대 11형 256gb,"겉비닐만 제거한 새상품 입니다.
선물받고 보관만했습니다.
사용하던 탭이있어서 굳이 필요가 없네요ㅜㅜ

2020년형, 스페이스그레이 색상입니다.
애플공식가 115만원정도 입니다.

왕십리역 직거래 입니다.
구매한 액정필름 함께드려요.

교환 환불은 어려우니,
신중히 고민후 구매해 주세요!",서울 성동구 행당동,"900,000원"
4718,아이패드 (실버) 256g + 케이스 + 파우치,"아이패드 실버색상 256g 와이파이용입니다 :)

비디오 시청용으로만 사용해서 올립니다!

스코코 종이질감 필름 부착된 상태고 케이스와 파우치 포함된 제품입니다! 기스 없이 상태 깨끗한 제품이고 박스는 버려서 미포함입니다.

애플 공식홈페이지에서 2020년 9월 구매했습니다.

(+집에서만 사용했습니다)",부산 해운대구 중동,"600,000원"
4719,아이패드미니5 wifi 64기가 스그 팔아요,"박스, 충전기, 본체 다 있습니다
구매후 잘 쓰다가 최근 화면이 작은거 같아 s7으로 갈아탈려고 정리 합니다
상태 좋습니다, 구매하자마자 케이스 및 강화유리필름 붙였습니다
향남 2지구 입니다",경기도 화성시 향남읍,"350,000원"
4720,아이패드 미니5 펜슬 케이스,사용감 있어요.,경기도 시흥시 배곧동,"5,000원"
4721,아이패드에어4 64gb 스그 미개봉 새제품팝니다.,"색상은 스페이스그레이구요.
AS는 키시는 순간부터 적용된다고 하네요.
64g wifi 모델이고
미개봉 새제품이라서 따로 설명은 필요없을거라고 봅니다ㅎㅎ

애플 공식 업체 프리즈비에서 구매한 제품이에요.
네고는 안되니 네고 문의는 하지말아주세요",서울 서초구 서초3동,"650,000원"
4722,아이패드 프로 4세대 12.9 256GB 셀룰러 모델(스페이스 그레이) + 애플펜슬 2세대 판매합니다.,"아이패드 프로 4세대 12.9 애플케어는 없지만 그만큼 아껴서 사용했습니다. 
상태는 특s급입니다.
액정은 강화유리 필름 부착하고 카메라에도 강화유리 필름 부착해서 케이스 씌우고 집에서만 사용했습니다.
애플펜슬은 구매 후 3일 정도 쓰고 한 번도 안 썼습니다.
상태는 조금 과장해서 거의 새 제품입니다.
연락 주세요~
(네고 가능)",경남 창원시 의창구 명서동,"1,400,000원"
4723,아이패드 6세대 128G + 애플펜슬,"아이패드 6세대 스페이스그레이 128G

패드. 펜슬. 케이스. 모두 드립니다
저반사필름과 후면필름도 붙여져있습니다.
사진더 필요하시면 찍어드려요",전남 순천시 용당동,"360,000원"
4724,아이패드 에어3 wifi 64gb 풀박,"아이패드 에어3 64 wifi팝니다.

작년  7-8월 구매 후 사용횟수 손에 꼽습미다. 

신촌초근방 직거래 가능하며, 배터리 성능 100%입니다.",충남 천안시 동남구 신방동,"430,000원"
4725,아이패드 6세대 스페이스그레이 셀룰러버전 128GB (상태좋아요),"아이패드 6세대 스그 셀룰러버전 128GB 입니다
케이스 끼고 집에서만 써서 상태 완전 좋습니다 (영상볼때만 써서 거의새거)
기스는 하나도 없고 
스피커부분에 찍힘 약간 있는데 소리 다 잘 나와요ㅎㅎ
액정엔 강화유리필름 붙여있어요
파우치도 드립니다

중랑구 전지역 직거래 가능합니다 
환불 불가요ㅠㅠ",서울 중랑구 망우동,"350,000원"
4726,아이패드 에어 4 wifi 64g 스페이스 그레이,"화면 옆구리 1cm안되는 자세히 봐야 보이는 기스 있음
카메라로 안보여요(말안하면 모르는수준)

그 외 상태 좋습니다

구성품 풀박+케이스
창원(마산 진해x) 의창구 근처면 제가 갖다 드릴수 있고

네고는 안받습니다.",경남 창원시 의창구 대산면,"550,000원"
4727,아이패드 프로 2세대 12.9 64기가,"아이패드 프로 2세대 12.9 64기가 
케이스, 액정보호 필름 끼고 사용해서 상태 좋아요
박스 있고 펜슬은 따로 없습니다
케이스는 조금 부러졌는데 필요하시면 같이 드려요
대전 직거래 원합니다^^",대전 유성구 덕명동,"630,000원"
4728,아이패드8세대 실버 미개봉 와이차이 32기가,직거래탄방역입니다.,대전 서구 탄방동,"400,000원"
4729,아이패드 프로 3세대 11 셀룰러,"2019.02 구매
아이패드 프로 3세대 11인치 셀룰러 256gb
베터리 성능 89

매우 소중히 사용했으며 항시 필름과 케이스를 부착하여 사용해 왔기에 별다른 상처는 없습니다. 
현재 기기완납. 케이스 같이 드립니다. 

충전기헤드는 분실하여 포함하지 않습니다. 
이 부분 네고하여 가격책정했습니다. 

애플 펜슬 충전부에 도색 까짐 현상이 있지만 
펜슬 사용 시 나타나는 현상이라 실수로 생긴 것이 아닙니다. 사진 참고 바랍니다. 

개인거래이며 교환 환불 불가능합니다. 

망원역이나 마포구청역에서 거래 희망합니다.",서울 마포구 망원동,"700,000원"
4730,아이패드 프로 4세대 12.9 256기가 셀룰러 팝니다 (배터리 싸이클 9 ),"구성품은 풀박입니다 (충전기, 충전선) . 케이스는 없어요~~ 
리퍼만료일은 21년11월6일 까지 입니다
동영상만 가끔 본거라 배터리 사이클 9 밖에 안됩니다 (첨부사진 참조)
잔기스 하나 없어요~~
107만원입니다",제주 제주시 애월읍,"1,070,000원"
4731,미개봉 아이패드프로 5세대 매직키보드 12.9인치 한국어 판매합니다.,이번에 새로나온 아이패드프로 5세대 12.9인치용 매직키보드 한국어 41만원에 판매합니다. 구입한지 일주일 지났고 비닐도 뜯지않은 미개봉 제품입니다. 구매하실분만 연락부탁드립니다. 직거래 선호하고 선입금 해주시면 택배거래도 가능합니다.,전북 전주시 완산구 효자동2가,"410,000원"
4732,"아이패드8세대 셀룰러, 애플펜슬","아이패드 8세대 셀룰러 32기가
새거 처럼 깨끗해요. 구성품 미사용

애플펜슬 새것처럼 깨끗합니당

풀박스",대전 유성구 온천2동,"560,000원"
4733,애플 충전기 (아이패드 프로 11) 팝니다.,"애플 충전기 (아이패드 프로 11 3세대)

미사용 새제품입니다.

미국 판이라 국내에서 사용시 돼지코 필요합니다.",인천 부평구 삼산동,"7,000원"
4734,아이패드 미니2 WIFI 16기가,"아이패드 미니2 WIFI 16기가(A1489) 
사용감 있습니다 
모두 정상동작합니다.
초기화 상태로 단품 기기만 보관중인데 정품구매당시 마지막 사진에 있는 빈박스에 담아 드리겠습니다 
충전기는 없고 휴대용  짧은 5pin A-tpye 충전 케이블과 애플8pin 젠더 드리겠습니다 
광교 이편한세상 1차입니다",경기도 수원시 영통구 광교1동,"65,000원"
4735,아이패드 5세대 Wifi 128G 실버,"아이패드 5세대 Wifi 128G 실버 (미니 아니에요)
22만원에 판매합니다
패드+케이스+파우치 구성입니다
(박스, 충전기 없어요)

배터리성능-95% (3utools로 확인)
케이스-애플 정품
파우치-알리익스프레스 구매

집에서 유튜브보는 용도로 사용했고
패드,케이스, 파우치 모두 적당히 생활감 있어요

미금역 직거래로 거래합니다",경기도 성남시 분당구 금곡동,"220,000원"
4736,아이패드6세대 32g,"케이스와 필름붙이고 깨끗하게 사용했고 측면에 눈에 안보일정도로 아주작은 점같은 기스있습니다 
디스플레이나 성능 외관 전혀문제없습니다.",서울 성북구 종암동,"240,000원"
4737,아이패드 5세대 프로 와이파이 512  실버 <-> 스그로 교환 하실분 계실까요?,"6/1일 도착 ㅋㅍ에서 구매했어요
5세대 프로 12.9 와이파이
512 구여 색은 실버입니다
혹시 같은 사양  스그로 교환하실분 있을까요?
애플케는 못했습니다",경기도 화성시 청계동,100원
4738,아이패드 프로 4세대 12.9 정품케이스,"아이패드 프로 4세대 3세대 호환 정품 케이스 팝니다 일반케이스 포함해서 9
거의 사용을 안해서 새제품 같습니다
연락주세요",경기도 안성시 신건지동,"90,000원"
4739,아이패드 에어4 판매합니다.,"아이패드 에어4
256G
WIFI+셀룰러
그린색상
개통일자 2020.12.02
정상해지 안됨
서비스기간 많이남았습니다.
외관상태 거의사용안해서 새것과 동일합니다.
구성품 전체다있습니다.
충전기도 거의 사용안했습니다.",전북 전주시 완산구 고사동,"770,000원"
4740,랩씨 아이패드 케이스 12.9,쓰다가 제 스타일이랑 안 맞아서 올려용!! 짱짱하고 좋아요. 깔끔해요!,경기도 평택시 죽백동,"10,000원"
4741,아이패드 프로 2세대 10.5 256GB Wi-Fi,"18년 구입한 제품입니다. 배터리 용량 89%.
구입후 전면 강화유리 후면 필름 사용으로 상태는 매우 좋습니다. 상단 오른쪽 측면에 긁힌(?) 자국(사진참고) 정도 있네요. 가로 모드일때 고질현상인 빛샘이 우측 가운데 있습니다. 밝은 화면일때만 잠시 보이기 때문에 사용에는 지장이 없구요 펜슬&정품키보드 포함입니다. 펜슬은 펜슬촉 정품 여분 몇개 있어서 같이 드립니다. 박스 다 있습니다.

가격 절충 및 개별 구입은 채팅으로 해주세요.",경남 창원시 진해구 석동,"558,000원"
4742,아이패드 프로 4세대 12.9인치 128gb,"아이패드 프로 4세대 12.9인치 128gb 모델 판매합니다. 하자 없습니다. 풀박스이지만 케이블과 충전기는 사용감 있습니다.  애캐플 내년 6월까지입니다. 사자마자 케이스 끼우고 사용하여 잔기스 없습니다. 강남,동대문 직거래 가능합니다. 010-6523-오일팔공",서울 강남구 도곡동,"1,000,000원"
4743,아이패드,아이디 비번  없음  애플 공식센터에   해지가능   부품용으로   사용  추천합니다.,인천 연수구 연수2동,"40,000원"
4744,아이패드 미니5 셀룰러64g  팝니다,"작년 6월에 샀고 집에서만 사용했습니다 

연락주세요",대구 달서구 진천동,"430,000원"
4745,아이패드6세대(128g) + 애플펜슬 + 케이스 + 전원아답터/케이블,"당근 - 아이패드

#안녕하세요 코로나19로 많은 것이 바뀐 지금,
자녀를 두신분들은 아시다시피, 온라인으로 하는 부분이
많이 차지하고 있습니다. 

#그렇다보니, 온라인 학업과 기타 등등
기계를 새로 구매해야 하는 재정적 부분도 역시나 크구요.

#당근에 기존에 사용했던 ‘아이패드 6세대(보급형)’를 
판매합니다.

#구성품 : 애플펜슬 + 아이패드 6세대 + 전원케이블 + 아답터 + 아이패드케이스

#뒷면에는 생활기스가 있습니다. 앞면은 필름을 장착하고 사용했던지라, 깨끗한 A급 상태입니다!

#배터리 상태는 89.7% 양호합니다.

#wifi전용이에요:)

#구매를 원하시는 분들은 좋은 가격에, 자녀들이 온라인 수업을 하는데, 온라인 강의, 온라인으로
할 수 있는 부분을 좋은 가격에 가져가세요!",서울 노원구 상계5동,"400,000원"
4746,아이패드에어2 128기가 셀룰러,"아이패드에어2 

기스 거의 없다고 보시면 되고 아주 깨끗합니다^^
충전기나 박스등은 없습니다 ~ 
사무용인데 하나 더있어서 필요없어서 팝니다~",서울 송파구 오금동,"270,000원"
4747,(새제품)애플정품아이패드케이스_에어4세대,"(새제품)애플정품아이패드케이스-아이패드에어4세대
99000원 하는 아이패드 정품 케이스 입니다.",부산 연제구 연산제9동,"70,000원"
4748,아이패드에어3 로즈골드 64G wifi,"아이패드 에어 3 
집에서만 케이스 끼운 상태로 인터넷 써칭 용도로 사용하다가
맥북 구매로 더이상 사용하지 않게되어 내놓습니다. 
흠집 전혀없고 외관상 상태는 새제품에 준하는 상태입니다. 
오리지널 박스는 없고 정품충전기 같이 드립니다. 

무료배송 입니다.",부산 동래구 사직제3동,"530,000원"
4749,아이패드 프로 11 2세대 128G(2020) 셀룰러,"1,200,000원에서 800,000원 가격 내렸습니다(40% 할인)

상품상태
- 완전 새거

구성품
풀박스, 아이패드 전용 거치대, 아이패드 설명서, c타입 충전기(어뎁터 포함)

보증기간
- 2021년 10월 14일 만료일

좋은 꿀팁(대학생, 직장인)
- 무거운 노트북 안 가져도 됩니다. 아이패드만 있으면 언제 어디서 간단하게 문서 작성할 수 있습니다(문서, 엑셀, ppt, 그림그리기 등)
- 게임도 가능합니다
- 넷플릭스도 가능(작은화면보다 큰 화면으로 보는 게 편해요. 여기서 거치대까지 있으면 좋아요)
- 아이폰으로 연동하면 전화나 문자 등 같이 볼 수 있습니다(아이패드로 게임하거나 문서 작성할 때 아이폰랑 동시에 같이 전화나 문자를 볼 수 있어요)
- 유심카드 자리도 있습니다

채팅으로 연락주시면 아주 친절하게 설명해드릴겠습니다 ^^",전북 군산시 나운동,"800,000원"
4750,아이패드 프로 10.5 와이파이 64기가 스그 + 애플펜슬,"펜슬 개별판매 하지 않습니다!

구성품
아이패드 프로 10.5 본품
박스
어댑터
케이블
케이스 3개
애플펜슬 1세대 본품
박스
펜촉
펜케이스

제품 상태
배터리효율 89%
화이트 스팟 한 곳
모델 고질병인 터치 물림
전원버튼쪽 찍힘(사진 참고)

자세한 설명 원하시면 채팅 주세요

채팅질문5건 이내 거래시 2만원 네고입니다
+ 직접 오시면 오천원 더 해드려요

그래픽카드 교환 받습니다",강원도 원주시 소초면,"580,000원"
4751,[액정1매+후면2매] 스코코 아이패드 프로 3세대 12.9 국산종이질감 필름(1개) + 무광 후면 필름(2개),"국산 종이필름 1매 + 무광후면 필름 2매: 아이패드 프로 3세대 12.9

미개봉입니다~

https://m.smartstore.naver.com/skoko/products/5023827047?NaPm=ct%3Dkpatsi23%7Cci%3Dcheckout%7Ctr%3Dppc%7Ctrx%3D%7Chk%3D98366f9c423ec1e7b397ffd6e4e9e26c5dcabce1",대전 서구 월평동,"9,800원"
4752,아이패드 미니 케이스 버버리 새제품,"아이패드미니사이즈 버버리체크라 트렌디해요
사용하지않은 제품입니다",서울 서대문구 홍제동,"87,000원"
4753,아이패드 에어3 wifi 팝니다 애플펜슬x,2020년 2월경 구입하였고 생활기스 거의없습니다 집에서만 사용하였고 사용감도 없습니다. 새거라고 보시면 됩니다.,서울 노원구 공릉동,"470,000원"
4754,아이패드 프로 4세대 12.9 512 gb 셀룰러 (애케플 O),"안녕하세요 작년에 구매하였던 아이패드 프로 4세대 12.9 , 512 셀룰러 버전입니다. 

본 아이패드는 애플케어플러스가 가입 되어 있으며 22년 5월 1일까지 두번의 우발적인 손상에 대하여 50000원으로 새로운 서비스 제품으로 교환 받으실 수 있습니다.

해당 제품 구입 시에 두번의 환불 절차를 거쳐 꼼꼼히 양품을 확인하였으며, 넉넉한 용량의 512 gb ,  wifi에 구애받지 않는 셀룰러 버전으로 어디서든 가볍게 사용하실 수 있는 큰 장점이 있습니다. 

많은 문의 부탁드립니다. ^^",강원도 춘천시 효자동,"1,400,000원"
4755,아이패드 프로4세대12.9 스그 셀룰러 풀박스❗️(거의새것),"아이패드 가장 화면 큰 모델이에요 ㅎㅎ
원가가 150만원이고 공홈에서 원가로 구매한 제품이에요.! 5세대가 곧 나온다해서 상태에비해 가격싸게 올려요:) 테스트는 이것저것 다 해봤는데 양품입니당

2월부터사용했는데(약 4개월!!) 아이패드가 하나 더있어서 손이 잘 안가서 판매해요.
사용을 거의 안해서 기스x흠집x 등 전혀없는 완전 ss급이고 거의 새거라 새거처럼 사용하실수 있으세용!ㅎㅎ
뒤에 영어로 이니셜두글자가 각인돼있는데 작고 희미해서 사용하는데는 전혀 신경은안쓰여요!

사진엔 안찍어뒀는데 풀박스입니다❗️
정품 어댑터/ 충전기 있어요.
현재 종이질감필름 부착돼있고 구매하시면 ✔️폴리오케이스2개랑 저반사필름 새것 함께 드려요!ㅎㅎ",전남 순천시 장천동,"1,150,000원"
4756,아이패드 프로 4세대 11안차 스그128GB wifi 판매합니다,"안녕하세요. 
아이패드 프로 4세대 11인치모델 판매합니다.

케이스 끼워서 집에 방치만 해두어서 상태 깨끗합니다 ㅎㅎ

본체 충전기 모두 있고 esr 케이스 미개봉품도 드립니다.


- 애플펜슬2세대도 8만원에 판매합니다. 아이패드와 일괄, 별도 구매 다 가능합니다. 

아이패드 75만원
애플펜슬 8만원

거래 하실분들 연락주세요 ㅎㅎ",경기도 화성시 반송동,"750,000원"
4757,아이패드 프로 3세대 11인치 실버 64GB Wifi,"구매일자 : 2020. 2
배터리효율 : 94%
구성품 : 풀박스
- 3번째 사진 작은 흠집이 있고 이외의 흠집은 없습니다. 조심스럽게 사용하는 편이라 상태 좋아요!
- 측면필름, 전면필름 구매하자마자 붙이고 썼고 현재 사진촬영을 위해 측면필름은 제거했습니다.
- 사용하던 케이스 2개 (랩씨 가죽, 오펜트 투명) , 필름 새것(전면1개, 측면 1세트), 필기용 Baseus펜슬 필요하시면 같이 챙겨드립니다.",울산 남구 무거동,"700,000원"
4758,아이패드 프로 4세대 미개봉,"아이패드 프로 4세대 256g wi-fi 
구매일자 21년 5월15일 (선물용)
제조일자 21년 1월 (사진참조)
사  이  즈 12.9형
색        상 스페이스 그레이
추가구성 강화필름 & 보호케이스(사진참조)
애플 스토어 정품입니다",서울 금천구 가산동,"1,200,000원"
4759,아이패드 프로 4세대 12.9 정품케이스,"아이패드 프로 4세대 3세대 호환 정품 케이스 팝니다 일반케이스 포함해서 9에드립니다
거의 사용을 안해서 새제품 같습니다
연락주세요",경기도 안성시 신건지동,"90,000원"
4760,아이패드 프로 4세대 11인치 스그 128GB 셀룰러,"• 구매일자 : 2020.12
• 애플케어 플러스 등록 후 미사용 (~2023.01.28)
• 구매 후 바로 케이스 및 종이필름 부착하여 
   기스, 찍힘은 일절 없음 
• 집순이라 밖에 들고나가는 일은 거의 없었어요 
• 회사 다니다보니까, 사용하는 일이 잘 없더라구요..",울산 남구 달동,"1,100,000원"
4761,아이패드 프로 4세대 11인치 256 wifi(미개봉입니다),"아직 포장도 뜯지도 않은 새 제품입니다.
경품으로 받았는데 저는 필요 없어서 판매를 합니다.
4세대 11인치인데 뒷면에는 2세대라고 되어 있습니다.
인터넷에 찾아보시면 4세대 11인치인데 2세대라는 말은 아이패드 프로 11인치 두번째 모델이라는 뜻이라는군요. 왜 이렇게 헷갈리게 해 놓았는지..ㅠㅠ
직거래를 원합니다..^^",부산 부산진구 부암제1동,"950,000원"
4762,아이패드 프로 9.7  / 128gb +애플팬슬 1세대,"아이패드 프로 9.7 / 128gb +애플팬슬 1세대 

아이패드는 16년 여름 미국에서 삿습니다. 학교에서 논문 볼때만 써서 많이 안썻습니다. 케이스를 항상 끼고있었어서 상태 좋습니다. 베터리 효율 95%로 나쁘지 않습니다. 
아이패드 박스는 없어요. 케이스는 같이 드립니다. 
충전기는 정품은 망가져서 없는데, 초고속 충전기 따로 구매한거 같이 드려요. 
애플펜슬 1세대는 20년 4월 구매했습니다. 노트필기용으로만 사용했습니다. 상태 좋습니다. 

광흥창역 / 신석초등학교 직거래 가능합니다.",서울 마포구 현석동,"430,000원"
4763,아이패드 에어4  wifi 64g 스페이스그레이 미개봉 새제품,"미개봉 새제품입니다.
뾱뾱이도 안뜯었습니다.
.
아이패드 에어4  wifi 64g
스페이스 그레이 컬러
2021년 5월 4일 구매
.
구매해놓고 선물로 또 들어와서
새제품 판매합니다.
.
네고사절입니다.
.",경기도 성남시 수정구 시흥동,"665,000원"
4764,아이패드 프로 11인치 2세대 128G 셀룰러 애케플,"아이패드 프로 11인치 2세대(4세대) 128G 셀룰러
애플케어플러스 22년 6월 23일 까지
애케플은 사용한적 없어서 아직 2회 남아있습니다.

박스 구성품 모두 있고 케이블은 사용하지 않았습니다.

구입하자마자 전신 필름+화면보호 필름 부착해서 사용 하였고 거의 집에서만 사용하여 상태는 아주 깨끗합니다.

12.9 인치로 넘어가기 위해서 판매합니다.

직거래는 삼전역~삼전초등학교 주변에서 했으면 합니다.",서울 송파구 삼전동,"860,000원"
4765,아이패드 11인치 액정 강화유리 보호필름,"아이패드 11인치 액정 강화유리 보호필름 입니다! 
두 장 일괄 판매합니다!",부산 남구 용호동,"8,000원"
4766,"(미개봉) 라이노 아이패드 12.9 3세대,4세대 강화보호필름","라이노 아이패드 12.9 3세대,4세대 강화보호필름
미개봉 새상품 2개 있습니다.
2개일괄 거래시 1.5만원 입니다.

직거래는 원인재역, 구월동 인천시청 근처 가능합니다 !

빠른거래 쿨거래 환영합니다.",인천 연수구 연수동,"10,000원"
4767,⭐️아이패드 7세대 ⭐️128GB 상태 ssssss 풀박스,"케이스와 필름은 이틀전에 새로 갈아 끼웠습니다 
용량(32GB는 너무 적음..)이 넉넉해서 아쥬 괜찮습니다 하자는 없습니다
쿨거시 내고 가능!",강원도 춘천시 퇴계동,"450,000원"
4768,아이패드 7세대 32기가 로즈골드 + 케이스 + 짭펜슬 팝니다,"구매한지 일년넘엇고 리퍼기간은 안남아있습니다
다만 기기상태는 기스하나없이 깨끗합니다
기스있을시 현장네고 받아드립니다~
기기박스는 잇으나 충전기및 케이블은 없으니 다이소같은데서 구매하셔야하구요
거치가능한 케이스 및 짭펜슬 같이 드립니다
보호필름은 필기재질 보호필름부착되어있습니다",울산 북구 농소3동,"310,000원"
4769,(풀박) 아이패드 프로 11인치 256기가 wifi 실버,"사용감 없는 아이패드 프로 3세대(11인치) 입니다. 
실버 256기가, WIFI 용이며 
홈버튼이 없고 FaceID 가능한 버젼입니다. 
액정에 강화유리 항상 부착되어 있어서 스크린도 깨끗하고 외관 상 기스, 찍힘도 없습니다. 

충전기, 어댑터는 사용하지 않은 새것입니다.",경기도 구리시 동구동,"700,000원"
4770,뉴아이패드 (아이패드3),"홈버튼이 눌리지 않을 때가 간혹 있습니다.
32기가고 나머지는 이상 없습니다.
아이패드파우치 드립니다.",서울 구로구 구로제2동,"65,000원"
4771,ESR 케이스 아이패드 프로 11 3세대 용,"개봉만 하고 사용하지 않았습니다.

색상은 실버입니다.

가격은 1만 5천원입니다.",인천 부평구 삼산동,"13,000원"
4772,아이패드프로2세대 10.5형  케이스 팝니다,"아이패드 기종변경으로 케이스 정리합니다
3~4개월전 구입해 상태 깔끔합니다
브랜드 stmgoods입니다",경기도 오산시 수청동,"25,000원"
4773,아이패드 미니1세대 와이파이,"아이패드 미니 1세대 16기가
가끔 영상볼때만 사용했어요
필름 및 케이스 껴고 사용해서 깨끗한 편인데
생활스크래치 사진 확인해주세요
영상 인강시청용으로 좋아요 
ios 9버전",서울 영등포구 양평동2가,"70,000원"
4774,아이패드 에어3 64GB wi-fi + 애플팬슬1 판매,받자마자 케이스랑 필름 붙여서 상태 깨끗합니다~ 😁 원하시는 장소까지 제가 가겠습니다.,전남 순천시 풍덕동,"500,000원"
4775,아이패드6세대,쿨거래 에눌 셀룰러 모델 뒷태가 간zi. 32기가 단품. 게임 엄청 잘돌아가고 그림 그리기도 꿀임. 케이스도 드림. 아이패드 상태  진짜 좋음. 기스는 없는데 모서리중 하나가 찌끔 까짐 케이스끼다가 그래진듯ㅠ.ㅠ 그것말곤 케이스 항상 끼고 사용해서 깨끗함 환불x,광주 서구 풍암동,"310,000원"
