시도명,시군구명,시티투어코스명,시티투어문의처,시티투어운영시간,시티투어운행방식,시티투어탑승장소명,시티투어코스정보,경유지주변관광정보,시티투어코스부가정보,운행정보,운행시작시각,운행종료시각,배차시간,이용요금,이용요금부가정보,홈페이지주소,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,안성시,안성시티투어,031-678-2492,11월 16일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",인성맞춤박물관-선비마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,11월 23일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",인성맞춤박물관-선비마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
충청남도,예산군,예산군 버스투어(현재중단),041-339-7323,매주 토요일 09:30~17:50,고정형,예산역 앞,"예산역-충의사-수덕사-내포보부상촌-예당호 출렁다리(느린호수길, 예당호 조각공원, 음악분수 등)--예산역",,,연중 매주 토요일,09:30,17:50,0,0,"입장료, 점심비, 체험비 별도부담",http://www.yesan.go.kr/cop/bbs/BBSMSTR_000000000262/selectBoardList.do,충청남도예산군청,041-339-7323,2021-04-20,4610000,충청남도 예산군
제주특별자치도,제주시,순환형코스,064-741-8784,1일 9회 운영,순환형,제주국제공항,제주국제공항-제주버스터미널-탐라장애인복지회관(제주CGV옆)-제주민속자연사박물관(삼성혈)-사라봉(산지등대)-크루즈여객터미널-연안여객터미널-김만덕객주-동문시장-관덕정(목관아)-탑동광장(제주해변공연장)-용연구름다리(용두암)-용해로-어영해안도로-도두봉-이호테우해수욕장-제주시민속오일시장-흑돼지식당가-한라수목원(수목원테마파크+넥슨컴퓨터박물관)-노형오거리(드림타워)-메종글래드호텔입구(신라면세점)-제원아파트-제주국제공항,민속자연사박물관+산지등대+관덕정+용두암+도두봉+이호테우해수욕장+한라수목원,탐라순방코스+오름코스+올레해변코스+포토타임코스,1일 9회 운행+막차 16시 출발,08:00,18:00,60,[1일 이용권]성인 12000원+소인 및 청소년 8000원+장애인 및 국가유공자 6000원+[1회 이용권]성인+소인+청소년 3000원,6세미만무료,http://www.jejucitybus.com/,제주특별자치도관광협회,064-741-8784,2021-04-20,6500000,제주특별자치도
제주특별자치도,제주시,야간테마버스,064-741-8784,매주 금토 1일 1회,순환형,제주국제공항,제주국제공항-이호테우등대-도두봉-어영해안도로-산지천-동문재래시장,이호테우등대+도두봉+어영해안도로+산지천+동문재래시장 야시장,야밤트레킹+야밤피크닉+거리공연+분수쇼관람+야시장체험,1일 1회 운행,18:30,21:20,0,15000원,6세이상 13세이하 9000원+보호자동반 6세 미만 소아 1명 무료(좌석 미제공),http://www.jejucitybus.com/,제주특별자치도관광협회,064-741-8784,2021-04-20,6500000,제주특별자치도
제주특별자치도,서귀포시,서귀포전기버스시티투어,064-732-1330,연중무휴,순환형,향토오일시장,향토오일시장-주공5단지-중앙로터리(서쪽)-천지동주민센터-외돌개-솔동산입구-천지연폭포-칠십리음식특화거리-동문로터리(농협앞)-제주은행-중앙로터리(동쪽)-L마트-향토오일시장,서귀포향토오일시장+서귀포매일올레시장+아랑조을거리+외돌개+이중섭거리미술관+천지연폭포+새연교+칠십리음식특화거리+자구리공원+서복전시관+정방폭포,친환경 전기버스 이용,65분 소요,09:00,21:35,40,일반 1200원+청소년 900원+어린이 400원,교통카드 사용시 할인 적용,https://www.seogwipo.go.kr/group/culture/tourism/electricity.htm,서귀포시청,064-760-2653,2021-04-20,6500000,제주특별자치도
경기도,파주시,2021년 정규코스,관광과 031-940-8516,"4월~11월 연중 평일, 주말",고정형,"출발지 사당역, 파주 경유지 운정역",코로나19로 인한 잠정 운영 중단 중,파주관내 주요관광지,"서울역, 대화역 탑승지 경유 예정",공휴일 정상운영,09:00,17:30,0,계획중,중식비 및 여행자보험비 개별부담,www.pjcitytour.co.kr,경기도 파주시청,031-940-8516,2021-04-05,4060000,경기도 파주시
전라남도,담양군,시내,061-380-3154,매일,고정형,메타랜드,메타랜드-문화회관-주공아파트-청전아파트-대나무박물관-국민체육센터-죽녹원후문-죽녹원정문-담양군청-메타랜드,,,매일운행,10:00,17:35,3,"군민1300원+성인2000원+청소년+어린이+경로1000원+단체12,000원",,http://tour.damyang.go.kr,전라남도 담양군청,061-380-3055,2021-04-13,4850000,전라남도 담양군
전라남도,담양군,가사문학,061-380-3154,금토일 운행,고정형,메타랜드,메타랜드-문화회관-창평슬로시티-가사문학관(식여정)-소쇄원-가사문학관-창평슬로시티-메타랜드,,,금토일 운행,09:50,17:20,5,"군민1300원+성인2000원+청소년+어린이+경로1000원+단체12,000원",,http://tour.damyang.go.kr,전라남도 담양군청,061-380-3055,2021-04-13,4850000,전라남도 담양군
전라남도,담양군,담양호,061-380-3154,금토일휴일,고정형,메타랜드,메타랜드-문화회관-대나무박물관-국민체육센터-죽녹원후문-용마루길-죽녹원정문-담양군청-메타랜드,,,금토일휴일운행,10:10,16:40,5,"군민1300원+성인2000원+청소년+어린이+경로1000원+단체12,000원",,http://tour.damyang.go.kr,전라남도 담양군청,061-380-3055,2021-04-13,4850000,전라남도 담양군
경상남도,양산시,역사코스,055-392-3235,여행주간이벤트실시 시,순환형,양산역(지하철2호선)모다아웃렛앞),http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,09:50,16:00,0,5000,,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,양산시 문화관광과,055-392-3235,2021-04-12,5380000,경상남도 양산시
경상남도,양산시,가을걷기코스,055-392-3235,여행주간이벤트실시 시,순환형,양산역(지하철2호선)모다아웃렛앞),http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,09:50,16:00,0,5000,,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,양산시 문화관광과,055-392-3235,2021-04-12,5380000,경상남도 양산시
경기도,광명시,1노선,광명도시공사 02-2610-2014,연중 매주 화~일요일,순환형,KTX광명역,광명역-이케아-기형도문학관-충현박물관-광명동굴-밤일음식문화거리-광명전통시장-철산역-광명동굴-광명역,,,연중 매주 화~일요일 1일 4회 운행,09:20,17:45,70,"성인 2,000원+청소년(중고생) 1,500원+어린이(만3세~초등생) 1,000원+만65세 이상 1,000원+면제(장애인, 유공자 등)",,,광명도시공사,02-2610-2014,2019-09-09,3900000,경기도 광명시
경기도,광명시,2노선,광명도시공사 02-2610-2014,연중 매주 화~일요일,순환형,광명사거리역(광명전통시장),광명사거리역(광명전통시장)-철산역-광명동굴-밤일음식문화거리,,,연중 매주 화~일요일 1일 6회 운행,09:20,17:50,75,"성인 2,000원+청소년(중고생) 1,500원+어린이(만3세~초등생) 1,000원+만65세 이상 1,000원+면제(장애인, 유공자 등)",,,광명도시공사,02-2610-2014,2019-09-09,3900000,경기도 광명시
경기도,안산시,안산시티투어(서울출발),1899-7687,연중무휴(인원충족시만 운영),순환형,광화문역,출발(광화문역) → 경유(신도림역) →시화호조력발전소 → 중식 → 대부해솔길 트래킹 → 탄도항과 누에섬 → 도착,유리섬박물관 + 동춘서커스 + 종현어촌체험마을 + 베르아델승마클럽,광화문 6번출구,15인 이상 예약제,09:30,19:00,0,"1인9,900원","입장료, 체험비, 식사비 별도",http://www.ansancitytour.com/,경기도 안산시,031-481-2355,2020-03-20,3930000,경기도 안산시
경기도,가평군,가평순환버스A코스,031-580-4631,09:00~18:00,순환형,가평터미널~아침고요수목원,가평터미널-가평레일바이크-자라섬-가평역-남이섬-쁘띠프랑스-청평터미널-청평역-비령이-아침고요수목원 등,,,1일 11회 운행,09:00,19:35,1,"8,000원",㈜가평교통,031-582-2421,㈜가평교통,031-582-2421,2020-12-10,4160000,경기도 가평군
경기도,가평군,가평순환버스B코스,031-580-4631,11:00~19:10,순환형,가평터미널~아침고요수목원,가평터미널-가평역-남이섬-설악터미널-스위스마을-청평터미널-청평역-비령이-아침고요수목원,,,1일 5회 운행,09:00,18:50,2,"8,000원",㈜가평교통,031-582-2421,㈜가평교통,031-582-2421,2020-12-10,4160000,경기도 가평군
충청남도,태안군,북부코스,670-2772,10:00~17:00,고정형,태안터미널 옆 새마을금고 앞,신두리사구-만리포해변-유류피해극복기념관-천리포수목원-태안전통시장,홈페이지 및 리플릿 참조,문화관광해설사가 동행하여 관광지 해설 및 관광홍보물 제공,매주 토/일요일,10:00,17:00,420,"5,000",해당사항없음,taean.go.kr,충청남도태안군,041-670-2772,2020-06-23,4620000,충청남도 태안군
충청남도,태안군,남부코스,670-2772,10:00~17:00,고정형,태안터미널 옆 새마을금고 앞,팜카밀레-쥬라기박물관-백사장항-안면도수목원-꽃지해수욕장,홈페이지 및 리플릿 참조,문화관광해설사가 동행하여 관광지 해설 및 관광홍보물 제공,매주 토/일요일,10:00,17:00,420,"5,000",해당사항없음,taean.go.kr,충청남도태안군,041-670-2772,2020-06-23,4620000,충청남도 태안군
충청남도,서산시,역사체험,041-660-2593,매주 토 10:00~16:30,고정형,서산시청,서산시청(터미널)-용현리 마애여래삼존상-보원사지-개심사-해미읍성-해미순교성지-서산시청,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,10:00,16:30,0,"성인(만19세이상) 5,000원+소인경로장애인군인 3,000원",,http://www.seosan.go.kr/tour/index.do,서산시청,041-660-2593,2020-12-15,4530000,충청남도 서산시
충청남도,서산시,가족체험,041-660-2593,매주 일 10:00~16:30,고정형,서산시청,서산시청(터미널)-해미읍성-간월암-서산버드랜드-류방택천문기상과학관-동부시장-서산시청,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,홈페이지 및 리플릿 참조,10:00,16:30,0,"성인(만19세이상) 5,000원+소인경로장애인군인 3,000원",,http://www.seosan.go.kr/tour/index.do,서산시청,041-660-2593,2020-12-15,4530000,충청남도 서산시
경기도,안성시,안성시티투어,031-678-2492,09월 28일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,10월 05일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,10월 12일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,10월 19일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,10월 26일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-팜랜드-안성전통시장&미담로거리-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,11월 02일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-인처골마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,11월 09일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-인처골마을-칠장사-안성맞춤랜드-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
전라남도,목포시,야간,061-279-3301,"4~6월/9~11월 주2회(금,토)운영+7,8월 주5회(화,수,목,금,토)운영",고정형,목포역 시티투어승강장,목포역-북항회타운-신안비치호텔-유달산-빛의거리-남진야시장(삼학도)-춤추는바다분수-갓바위-목포역,목포역-북항회타운-신안비치호텔-유달산-빛의거리-남진야시장(삼학도)-춤추는바다분수-갓바위-목포역,,"4~6월,9~11월 주2회(금,토)운영+7,8월 주5회(화,수,목,금,토)운영",19:00,22:00,0,"성인5000원+장애인4000원+학생2,000원",,http://mokpo.go.kr/tour,전라남도 목포시,061-270-8431,2020-01-15,4800000,전라남도 목포시
전라남도,목포시,주간,061-279-3301,매주 화~일요일 운영,고정형,목포역 시티투어승강장,유달산-근대역사관-동본원사-삼학도-갓바위-서남권유통센터-목포역,유달산-근대역사관-동본원사-삼학도-갓바위-서남권유통센터-목포역,,"매주 화~일요일 운영+1월1일,매주 월요일은 휴무",09:30,15:30,0,"성인5000원+장애인4000원+학생2,000원",,http://mokpo.go.kr/tour,전라남도 목포시,061-270-8431,2020-01-15,4800000,전라남도 목포시
경기도,안성시,안성시티투어,031-678-2492,05월 04일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",3.1운동기념관-팜랜드-안성전통시장&미담로거리-칠장사-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,05월 11일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",3.1운동기념관-팜랜드-안성전통시장&미담로거리-칠장사-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"19,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,05월 18일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-선비마을-안성맞춤박물관-천문과학관-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,05월 25일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-선비마을-안성맞춤박물관-천문과학관-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,06월 01일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-신기마을-칠장사-애평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,06월 08일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-신기마을-칠장사-애평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,06월 15일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-신기마을-칠장사-애평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,06월 22일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-용설호마을-칠장사-안성맞춤랜드- 남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,06월 29일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-용설호마을-칠장사-안성맞춤랜드- 남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,07월 06일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",안성맞춤박물관-용설호마을-칠장사-안성맞춤랜드- 남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,09월 07일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,09월 14일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
경기도,안성시,안성시티투어,031-678-2492,09월 21일,고정형,"서울광화문역 6번출구, 서울 양재역 12번출구, 죽전 간이 버스정류장",미리내성지-안성맞춤박물관-인처골마을-태평무공연-남사당공연,문화관광부선정 ''''''''관광의 별''''''''안성남사당놀이와 함께 즐기는 다양한 문화체험,계절별로 봄나물캐기+포도따기+낚시체험+감따기등 다양한 농촌체험을 즐길수있음,매주 토요일 1회 운행,07:30,19:40,0,"24,900원","왕복차량비, 체험비용, 입장료, 문화관광해설 서미스,인솔비용 등 포함",www.anseong.go.kr/tour,경기도 안성시,031-678-2492,2021-03-15,4080000,경기도 안성시
전라북도,장수군,장수군광역시티투어,남북여행 1588-1466,2019.4.~2019.11.(예산소진시 운영종료),고정형,전주르윈호텔앞,논개생가&도깨비전시관-장수덕산계곡-뜬봉샘생태공원/경주마육성목장-무주구천동/무주적상산/지리산뱀사골,대곡관광지+장안산,,비정기+6명이상예약시 운영,08:30,18:30,1440,"성인9,000원+아동,경로 8,000",,http://www.nbtour.co.kr/,전라북도 장수군청,063-350-2347,2019-08-01,4750000,전라북도 장수군
강원도,양구군,두타연여행,033-253-4567,8시간,고정형,춘천역 1번출구,양구명품관-박수근미술관-두타연-선사근현대사박물관-춘천역,,,"화~토요일(10명 이상 예약시 운영), 단 4~10월 매주 토요일 정기운행",10:30,18:30,24,"성인 및 초중고등학생 8,000, 미취학아동 4,000원","관광지 입장료, 중식비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2020-06-29,4320000,강원도 양구군
강원도,양구군,펀치볼여행,033-253-4567,8시간,고정형,춘천역 1번출구,양구명품관-인문학박물관-통일관-을지전망대·제4땅굴-자연생태공원-춘천역,,,"화~금요일,일요일(10명 이상 예약시 운영), 단 4~10월 매주 일요일 정기운행",10:30,18:30,24,"성인 및 초중고등학생 8,000, 미취학아동 4,000원","관광지 입장료, 중식비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2020-06-29,4320000,강원도 양구군
강원도,양구군,재밌는여행,033-253-4567,8시간,고정형,춘천역 1번출구,인문학박물관-한반도스카이-자연생태공원-양구명품관-춘천역,,,화~일요일(10명 이상 예약시 운영),10:30,18:30,24,"성인 및 초중고등학생 8,000, 미취학아동 4,000원","관광지 입장료, 중식비, 체험비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2020-06-29,4320000,강원도 양구군
강원도,양구군,신나는여행,033-253-4567,8시간,고정형,춘천역 1번출구,박수근미술관-백자박물관-두타연-양구명품관-춘천역,,,화~일요일(10명 이상 예약시 운영),10:30,18:30,24,"성인 및 초중고등학생 8,000, 미취학아동 4,000원","관광지 입장료, 중식비, 체험비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2020-06-29,4320000,강원도 양구군
강원도,양구군,놀면뭐하니?,033-253-4567,6시간 30분,순환형,춘천역 1번출구,양구명품관-박수근미술관-양구한반도섬-자연생태공원,,,"화~일요일(10명 이상 예약시 운영), 단 6~10월은 매주 토요일, 일요일 정기운행)",10:30,17:00,24,"성인 및 초중고등학생 8,000, 미취학아동 4,000원","관광지 입장료, 중식비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2020-06-29,4320000,강원도 양구군
